,Unnamed: 0,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv,tsne1,tsne2,tsne3,tsne_clusters
1054,1054,1007315009,New England Spine & Holistic H,WESTBOROUGH,MA,1581,"TD BANK, NATIONAL ASSOCIATION",DE,621310,25-Jul-03,2003,60,2,2.0,0,0,1,0,N,N,,31-Oct-03,75000.0,0.0,P I F,0.0,75000.0,37500.0,-10.7310505,1.7513689,-4.664198,4
1055,1055,1007325001,New England Spine & Holistic H,WESTBOROUGH,MA,1581,"TD BANK, NATIONAL ASSOCIATION",DE,621310,25-Jul-03,2003,84,2,2.0,0,0,1,0,N,N,,30-Apr-04,75000.0,0.0,P I F,0.0,75000.0,37500.0,-10.69913,1.5667665,-4.650614,4
1056,1056,1007326008,ALLTEMP MECHANICAL SOLUTIONS I,WINTERVILLE,NC,28950,SELF-HELP CU,NC,238220,8-Feb-06,2006,8,8,1.0,2,8,1,2,0,N,15-Mar-11,31-Oct-06,50000.0,0.0,CHGOFF,4974.0,50000.0,25000.0,4.568308,6.1589723,1.0806513,2
1057,1057,1007334008,SEA GATE BEACH CLUB CORP.,BROOKLYN,NY,11224,HSBC BK USA NATL ASSOC,NY,0,4-Mar-97,1997,63,35,1.0,0,0,1,0,N,N,,7-May-97,90000.0,0.0,P I F,0.0,90000.0,72000.0,-0.24866498,-4.400786,15.843313,1
1058,1058,1007335004,"Firstafff Staffing Services, I",GREEN BAY,WI,54301,BMO HARRIS BK NATL ASSOC,IL,561320,25-Jul-03,2003,12,3,1.0,0,0,1,0,Y,N,,31-Aug-03,10000.0,0.0,P I F,0.0,10000.0,5000.0,-1.22507,12.011877,8.855225,1
1059,1059,1007344000,INTERNATIONAL SPECIALIST SERVI,SYRACUSE,NY,13202,MANUFACTURERS & TRADERS TR CO,NY,0,4-Mar-97,1997,87,2,2.0,0,0,1,0,N,N,,4-Apr-97,170000.0,0.0,P I F,0.0,170000.0,127500.0,-12.286808,-6.2300735,-1.835145,4
1060,1060,1007345007,"Partners Communications, LLc",METHUEN,MA,1844,"TD BANK, NATIONAL ASSOCIATION",DE,335929,25-Jul-03,2003,84,6,2.0,0,0,1,0,N,N,,31-Jan-04,15000.0,0.0,P I F,0.0,15000.0,7500.0,-11.9048395,1.0643245,-5.7367654,4
1061,1061,1007346003,M B P CONSTRUCTION ENTERPRISES,CHICAGO,IL,60631,BBCN BANK,CA,233320,8-Feb-06,2006,45,4,2.0,0,4,1,1,0,N,22-Jun-09,28-Feb-06,5000.0,0.0,CHGOFF,3581.0,5000.0,4250.0,-6.614235,3.8383267,-11.243175,0
1062,1062,1007354003,"DENTIST PREFERRED, INC.",YARDLEY,PA,19067,SANTANDER BANK NATL ASSOC,PA,339114,4-Mar-97,1997,60,2,1.0,0,0,1,0,0,N,,31-Oct-98,100000.0,0.0,P I F,0.0,100000.0,75000.0,1.5326552,1.9698466,16.694078,1
1063,1063,1007364006,SELECT-O-MART,GRAMBLING,LA,71245,IBERIABANK,LA,0,4-Mar-97,1997,10,2,2.0,0,0,1,0,N,Y,,30-Apr-97,36000.0,0.0,P I F,0.0,36000.0,28800.0,-15.556708,-3.6050608,-0.18312733,4
1064,1064,1007365002,"K. D. Sasha, LLC",WEST BEND,WI,53095,ASSOCIATED BANK NATL ASSOC,WI,447110,28-Jul-03,2003,84,6,1.0,0,0,1,0,N,N,,31-May-04,50000.0,0.0,P I F,0.0,50000.0,25000.0,-2.3747873,12.641614,8.990333,1
1065,1065,1007374009,"E.P. SERABIAN, DDS",MASSENA,NY,13662,HSBC BK USA NATL ASSOC,NY,621210,4-Mar-97,1997,180,2,2.0,0,0,1,0,N,Y,,23-May-97,60000.0,0.0,P I F,0.0,60000.0,48000.0,-8.815333,-2.0677767,0.017198568,4
1066,1066,1007375005,THE DAILY CATCH  INC.,BOXBOROUGH,MA,1719,"TD BANK, NATIONAL ASSOCIATION",DE,512110,29-Jul-03,2003,84,1,2.0,0,0,1,0,N,N,,31-Aug-03,39946.0,0.0,P I F,0.0,40000.0,20000.0,-11.203214,1.4478456,-5.19342,4
1067,1067,1007376001,"PAIGE CREAMERY, INC. TIN # 20-",BOSTON,MA,2114,"READYCAP LENDING, LLC",CA,311520,8-Feb-06,2006,87,10,1.0,0,10,17998,1,0,N,1-Aug-11,28-Feb-06,335000.0,0.0,CHGOFF,290614.0,335000.0,251250.0,-3.831201,9.707735,0.6674215,4
1068,1068,1007384001,ALL SEASONS SPORTING CENTER,MONONGAH,WV,26554,BRANCH BK. & TR CO,WV,421910,4-Mar-97,1997,120,1,2.0,0,0,1,0,0,N,,30-Apr-97,32000.0,0.0,P I F,0.0,32000.0,25600.0,-11.431017,-1.4510801,-1.6567279,4
1069,1069,1007395000,Cheryl A. Daniels d/b/a Cheryl,CRANSTON,RI,2920,BANK RHODE ISLAND,RI,812112,29-Jul-03,2003,60,1,1.0,0,0,1,0,N,N,,31-Aug-03,20000.0,0.0,P I F,0.0,20000.0,10000.0,4.1793404,7.1778936,16.706665,1
1070,1070,1007404005,SPRINTOUT INTERNET SERVICES,PROVIDENCE,RI,2903,WEBSTER BANK NATL ASSOC,RI,0,4-Mar-97,1997,60,7,2.0,0,0,1,0,N,Y,,30-Apr-97,100000.0,0.0,P I F,0.0,100000.0,80000.0,-12.791684,-5.8822083,-1.8262819,4
1071,1071,1007405001,Cobb Kidney Center PC,SMYRNA,GA,30080,WELLS FARGO BANK NATL ASSOC,SD,621111,29-Jul-03,2003,60,2,2.0,0,0,1,0,Y,N,,31-Aug-03,125000.0,0.0,P I F,0.0,125000.0,62500.0,-11.572349,2.0576534,-3.888931,4
1072,1072,1007414008,ST LOUIS LIQUOR & DELI,FLORISSANT,MO,63033,"PNC BANK, NATIONAL ASSOCIATION",DE,0,4-Mar-97,1997,60,5,2.0,0,0,1,0,N,Y,,30-Jun-97,30000.0,0.0,P I F,0.0,30000.0,24000.0,-15.732882,-4.0485253,-0.34209272,4
1073,1073,1007415004,Chez Lynn's Bountique,GRAPEVINE,TX,76051,WELLS FARGO BANK NATL ASSOC,SD,448120,29-Jul-03,2003,60,3,2.0,0,0,1,0,Y,N,,30-Sep-03,79907.0,0.0,P I F,0.0,50000.0,25000.0,-14.350484,2.4270928,-1.6671171,4
1074,1074,1007424000,COMFORTS,SAN ANSELMO,CA,94960,"READYCAP LENDING, LLC",CA,0,4-Mar-97,1997,120,32,1.0,0,0,1,0,0,N,,31-May-97,220000.0,0.0,P I F,0.0,220000.0,165000.0,-0.7353735,-2.545182,9.135518,1
1075,1075,1007425007,"ESTENDA SOLUTIONS, INC.",CONSHOHOCKEN,PA,19428,SANTANDER BANK NATL ASSOC,DE,541512,30-Jul-03,2003,60,4,2.0,0,0,1,0,N,N,,31-Jan-05,75000.0,0.0,P I F,0.0,75000.0,37500.0,-11.586667,1.8409764,-4.5301175,4
1076,1076,1007426003,SEEGER ENTERPRISES LLC,HAM LAKE,MN,55304,WELLS FARGO BANK NATL ASSOC,SD,812990,8-Feb-06,2006,80,7,1.0,1,8,1,1,Y,N,,31-May-06,73784.0,0.0,P I F,0.0,25000.0,12500.0,3.5868406,9.390187,-2.5039172,2
1077,1077,1007435010,PRETTY WOMAN,JACKSON,MS,39216,TRUSTMARK NATIONAL BANK,MS,812112,30-Jul-03,2003,48,1,1.0,0,0,1,1,N,N,,31-Aug-03,13200.0,0.0,P I F,0.0,13200.0,6600.0,5.3180084,10.194929,-1.903404,2
1078,1078,1007436006,REDS REMODELING & REPAIR LLC,HILLIARD (RR NAME HILLIARDS),OH,43026,WELLS FARGO BANK NATL ASSOC,CA,236115,8-Feb-06,2006,60,1,1.0,0,1,1,1,Y,N,,31-Mar-06,25026.0,0.0,P I F,0.0,15000.0,7500.0,5.8645024,7.711979,-0.75078076,2
1079,1079,1007445002,"Hoffman-Nettekoven, Ltd.",OSHKOSH,WI,54903,ASSOCIATED BANK NATL ASSOC,WI,524210,30-Jul-03,2003,84,10,1.0,0,0,1,0,N,N,,31-Aug-03,45000.0,0.0,P I F,0.0,45000.0,22500.0,-2.3093238,12.649622,9.013998,1
1080,1080,1007454009,TIMOTHY E. RUSSELL,OXFORD,NY,13830,"NBT BANK, NATIONAL ASSOCIATION",NY,0,4-Mar-97,1997,240,11,1.0,0,0,1,0,N,N,,30-Apr-97,150000.0,0.0,P I F,0.0,150000.0,112500.0,-0.7882783,-4.6059976,5.9981947,3
1081,1081,1007455005,Resale Resources Corporation,AUSTIN,TX,78728,WELLS FARGO BANK NATL ASSOC,TX,423430,30-Jul-03,2003,26,17,1.0,0,0,1,0,T,N,,31-Aug-03,270139.0,0.0,P I F,0.0,200000.0,100000.0,-0.19371301,8.499171,6.6485863,1
1082,1082,1007456001,GR ROOFING CO INC,BANGOR,ME,4401,"MERRILL BANK, A DIVISION OF",ME,238160,8-Feb-06,2006,12,25,1.0,0,25,1,1,0,N,,28-Feb-06,60000.0,0.0,P I F,0.0,60000.0,51000.0,6.0227923,-5.410785,-6.08211,3
1083,1083,1007464001,"GOLDSMITH, THE",BATON ROUGE,LA,70806,JPMORGAN CHASE BANK NATL ASSOC,LA,448310,4-Mar-97,1997,84,2,1.0,0,0,1,0,N,Y,,31-Jan-01,100000.0,0.0,P I F,0.0,100000.0,80000.0,-2.4759047,3.9406452,11.874925,1
1084,1084,1007465008,Waldorf Tuxedo LLC,WARWICK,RI,2888,BANK RHODE ISLAND,RI,532230,31-Jul-03,2003,0,11,1.0,0,0,1,0,Y,N,27-Aug-10,31-Aug-03,432428.0,0.0,CHGOFF,103560.0,150000.0,75000.0,6.0698323,4.417617,16.680832,1
1085,1085,1007466004,BMW FUEL INC,DETROIT,MI,48217,WELLS FARGO BANK NATL ASSOC,SD,447110,8-Feb-06,2006,18,3,1.0,2,5,1,1,Y,N,19-Feb-10,31-Mar-06,200799.0,0.0,CHGOFF,86697.0,90000.0,45000.0,-1.9262002,9.644019,1.776561,1
1086,1086,1007474004,STUCKEY SPECIALTY TOOL COMPANY,HOUSTON,TX,77039,WELLS FARGO BANK NATL ASSOC,TX,333132,4-Mar-97,1997,84,20,1.0,0,0,1,0,0,N,,31-May-97,100000.0,0.0,P I F,0.0,100000.0,80000.0,-2.2025948,3.2922366,11.48827,1
1087,1087,1007475000,"P & G Music, Inc.",SAN ANTONIO,TX,78217,WELLS FARGO BANK NATL ASSOC,SD,424990,1-Aug-03,2003,12,7,1.0,0,0,1,0,Y,N,,30-Sep-03,250000.0,0.0,P I F,0.0,250000.0,125000.0,-0.17839085,8.539221,6.5681524,1
1088,1088,1007484007,"AUTO BOLT & NUT CO., INC.",CLEVELAND,OH,44103,KEYBANK NATIONAL ASSOCIATION,OH,332722,4-Mar-97,1997,60,16,1.0,0,0,1,0,N,Y,,30-Apr-98,100000.0,0.0,P I F,0.0,100000.0,80000.0,-0.19777793,2.291843,13.836427,1
1089,1089,1007485003,Hoffman and Associates Dental,ORLANDO,FL,32826,WELLS FARGO BANK NATL ASSOC,SD,339116,1-Aug-03,2003,36,0,2.0,0,0,1,0,N,N,,30-Sep-03,86000.0,0.0,P I F,0.0,86000.0,43000.0,-13.101608,2.0114658,-4.7214494,4
1090,1090,1007486010,BRIGHTER CHILD PLAY N LEARN CE,PLEASANT GROVE,UT,84062,CENTRAL BANK,UT,624410,8-Feb-06,2006,9,2,2.0,0,2,1,1,Y,N,26-Oct-10,31-Mar-06,27387.0,0.0,CHGOFF,6294.0,10000.0,5000.0,-4.741959,3.5331357,-11.433749,0
1091,1091,1007494010,THE MUSICIAN'S WAREHOUSE,SAN JOSE,CA,95122,LOANS FROM OLD CLOSED LENDERS,DC,451140,4-Mar-97,1997,120,5,1.0,0,0,1,0,0,N,,31-Mar-97,143500.0,0.0,P I F,0.0,143500.0,107625.0,-3.0845387,4.2155404,11.269906,1
1092,1092,1007495006,Hoffman and Associates Dental,ORLANDO,FL,32826,WELLS FARGO BANK NATL ASSOC,SD,339116,1-Aug-03,2003,36,0,2.0,0,0,1,0,Y,N,,31-Dec-03,36857.0,0.0,P I F,0.0,20000.0,10000.0,-13.121695,2.0604722,-4.6755667,4
1093,1093,1007504000,KING TUT'S MINI MART,GOLDEN VALLEY,AZ,86413,MOHAVE STATE BANK,AZ,0,4-Mar-97,1997,120,2,2.0,0,0,1,0,N,Y,,31-May-97,48000.0,0.0,P I F,0.0,48000.0,38400.0,-16.740568,-3.3841214,-0.48346424,4
1094,1094,1007514003,"J A BEAUTY SUPPLY, INC.",BOZEMAN,MT,59715,MONTANA COMMUN FINAN CORP,MT,0,4-Mar-97,1997,240,3,1.0,1,2,1,0,N,N,,13-Aug-97,92000.0,0.0,P I F,0.0,92000.0,92000.0,-2.4777577,-3.808102,6.0181355,3
1095,1095,1007524006,D & D LANDSCAPING PRODUCTS,JACKSON,TN,38305,REGIONS BANK,AL,421990,4-Mar-97,1997,72,2,2.0,0,0,1,0,N,Y,,30-Apr-99,21000.0,0.0,P I F,0.0,21000.0,16800.0,-11.781957,-1.1067146,-1.4879624,4
1096,1096,1007525002,"Chad P. Nevola, M.D.",PROVIDENCE,RI,2903,BANK RHODE ISLAND,RI,621399,4-Aug-03,2003,60,6,2.0,0,0,1,0,N,N,,31-Aug-03,150000.0,0.0,P I F,0.0,150000.0,75000.0,-10.411113,1.3151816,-4.4910116,4
1097,1097,1007534009,CITRUS MAINTENANCE & SERVICE,LEHIGH ACRES,FL,33936,WELLS FARGO BANK NATL ASSOC,SD,221310,4-Mar-97,1997,84,9,2.0,0,0,1,0,N,Y,,30-Apr-97,100000.0,0.0,P I F,0.0,100000.0,80000.0,-14.316514,-5.579664,-2.1770396,4
1098,1098,1007535005,Lewis & Craft Outdoors Unlimit,JACKSON,MS,39212,TRUSTMARK NATIONAL BANK,MS,451110,4-Aug-03,2003,42,3,1.0,0,0,1,1,N,N,,30-Sep-03,35300.0,0.0,P I F,0.0,35300.0,17650.0,5.4006777,8.641161,-1.2462233,2
1099,1099,1007544001,HEALTHY APPETITES FOR HEALTHY,BRIDGEPORT,WV,26330,HARRISON COUNTY BANK,WV,0,4-Mar-97,1997,147,20,2.0,0,0,1,0,N,N,,30-Sep-98,218500.0,0.0,P I F,0.0,510000.0,382500.0,-10.028564,-7.0449963,-1.3053904,4
1100,1100,1007545008,"Escamilla Construction, Inc.",FORT WORTH,TX,76115,WELLS FARGO BANK NATL ASSOC,SD,236115,5-Aug-03,2003,60,5,1.0,0,0,1,0,Y,N,,30-Sep-03,30000.0,0.0,P I F,0.0,30000.0,15000.0,-4.4039145,10.706308,7.91279,1
1101,1101,1007554004,TO BE FORMED,SUFFERN,NY,10901,BANCO POPULAR DE PUERTO RICO,PR,0,4-Mar-97,1997,85,30,1.0,0,0,1,0,N,Y,,4-Mar-97,65134.0,0.0,P I F,0.0,83000.0,66400.0,-0.31445724,-4.3609476,15.656096,1
1102,1102,1007564007,ASSOCIATED MECHANICAL SPECIALI,WEST BERLIN,NJ,8091,"COMMERCE BANK, A DIVISION OF",PA,235610,4-Mar-97,1997,17,6,1.0,0,0,1,0,N,N,,19-Mar-97,200000.0,0.0,P I F,0.0,200000.0,150000.0,1.9150944,-0.60646343,17.924822,1
1103,1103,1007574010,C.R. WINGS,BEL AIR,MD,21014,HARFORD BANK,MD,0,4-Mar-97,1997,84,10,1.0,0,0,1,0,N,Y,,30-Jun-97,33000.0,0.0,P I F,0.0,33000.0,26400.0,-0.5350901,-3.7620835,14.746551,1
1104,1104,1007575006,"Aztech Commercial Cleaning, In",RIDGELAND,MS,39157,TRUSTMARK NATIONAL BANK,MS,561720,5-Aug-03,2003,85,75,1.0,0,0,1,1,Y,N,,31-Oct-03,59386.0,0.0,P I F,0.0,40300.0,20150.0,11.530521,-1.3452005,7.1786256,2
1105,1105,1007585009,"Need 4 Speed Performance, Inc",RIDGELAND,MS,39157,TRUSTMARK NATIONAL BANK,MS,441310,6-Aug-03,2003,84,1,2.0,0,0,1,1,N,N,,31-Oct-03,125700.0,0.0,P I F,0.0,125700.0,62850.0,-7.964682,1.3524185,-10.980046,0
1106,1106,1007594005,"L.A. SOUL, INC.",LOS ANGELES,CA,90014,"CITIBANK, N.A.",SD,0,4-Mar-97,1997,300,1,1.0,0,0,1,0,N,N,,31-Mar-97,277000.0,0.0,P I F,0.0,277000.0,207750.0,-3.1430197,-4.378226,5.114473,3
1107,1107,1007595001,"Pro-Active Contractors, Inc.",KINGSTON,GA,30145,WELLS FARGO BANK NATL ASSOC,SD,235210,13-Aug-03,2003,48,15,2.0,0,0,1,0,N,N,,31-Jan-04,5007.0,0.0,P I F,0.0,100000.0,50000.0,-13.324452,1.8497909,-4.985978,4
1108,1108,1007605002,"Pegasus Aircraft Maintenance,",ANCHORAGE,AK,99502,KEYBANK NATIONAL ASSOCIATION,OH,811310,14-Aug-03,2003,60,22,2.0,0,0,1,0,Y,N,,30-Sep-03,777278.0,0.0,P I F,0.0,200000.0,100000.0,-5.42736,1.2154967,-4.22337,4
1109,1109,1007615005,Courtney Simms d/b/a Simms Tru,LITHONIA,GA,30058,WELLS FARGO BANK NATL ASSOC,SD,484110,15-Aug-03,2003,60,1,2.0,0,0,1,0,N,N,,30-Sep-03,85000.0,0.0,P I F,0.0,85000.0,42500.0,-12.232484,1.9496785,-4.473548,4
1110,1110,1007625008,"Northeast Stainless, Inc.",NORTH ANDOVER,MA,1845,"TD BANK, NATIONAL ASSOCIATION",DE,811310,20-Aug-03,2003,84,8,2.0,0,0,1,0,Y,N,,30-Sep-03,167475.0,0.0,P I F,0.0,150000.0,75000.0,-10.064375,1.6642935,-3.9297934,4
1111,1111,1007644007,CARRERAS TECHNOLOGIES,RICHMOND,VA,23235,FIRST COMMUNITY BANK,VA,0,4-Mar-97,1997,60,1,2.0,0,0,1,0,N,Y,,5-Mar-97,7500.0,0.0,P I F,0.0,7500.0,6000.0,-13.4051,-5.361125,-1.5489028,4
1112,1112,1007645003,Total Eye Care PC,FULTON,MS,38843,TRUSTMARK NATIONAL BANK,MS,621320,21-Aug-03,2003,24,4,1.0,0,0,1,2,Y,N,,30-Sep-03,30300.0,0.0,P I F,0.0,30300.0,15150.0,4.870889,3.5368538,-0.23407654,2
1113,1113,1007655006,Colby Direct Delivery,PORTLAND,CT,6480,"TD BANK, NATIONAL ASSOCIATION",DE,484230,21-Aug-03,2003,84,1,1.0,0,0,1,0,N,N,,31-Dec-03,8000.0,0.0,P I F,0.0,8000.0,4000.0,5.4121766,6.8217874,18.03942,1
1114,1114,1007664002,"GLASS BOAT, THE",RICHMOND,VA,23221,FIRST COMMUNITY BANK,VA,0,4-Mar-97,1997,84,3,1.0,0,0,1,0,N,Y,,11-Mar-97,15000.0,0.0,P I F,0.0,15000.0,12000.0,-0.56355834,-3.653507,14.651138,1
1115,1115,1007665009,Boston Street House of Pizza,SALEM,MA,1970,"TD BANK, NATIONAL ASSOCIATION",DE,722211,22-Aug-03,2003,84,2,2.0,0,0,1,0,Y,N,,31-Dec-03,871.0,0.0,,0.0,15000.0,7500.0,-10.474198,2.0533516,-4.474926,4
1116,1116,1007674005,"SUNSHINE APPAREL, INC.",PHOENIX,AZ,85013,FIRST FIDEL. BANK NATL ASSOC,AZ,422330,4-Mar-97,1997,84,2,2.0,0,0,1,0,N,Y,,31-May-97,50000.0,0.0,P I F,0.0,50000.0,40000.0,-14.1214905,0.08193404,0.29838714,4
1117,1117,1007675001,Boston Street House of Pizza,SALEM,MA,1970,"TD BANK, NATIONAL ASSOCIATION",DE,722211,22-Aug-03,2003,60,2,2.0,0,0,1,0,N,N,,30-Sep-03,15000.0,0.0,P I F,0.0,15000.0,7500.0,-10.535303,2.1633067,-4.461798,4
1118,1118,1007684008,OPHTHALMIC CONSULTANT GROUP,OAKLAND,CA,94601,INNOVATIVE BANK,CA,421460,4-Mar-97,1997,84,2,1.0,0,0,1,0,N,Y,,31-Mar-97,30000.0,0.0,P I F,0.0,30000.0,24000.0,-2.6499484,3.2758548,11.89982,1
1119,1119,1007685004,"Service Jewelry & Repair, Inc.",MADISON,TN,37115,WELLS FARGO BANK NATL ASSOC,SD,448310,26-Aug-03,2003,60,16,2.0,0,0,1,0,N,N,,30-Sep-03,85000.0,0.0,P I F,0.0,85000.0,42500.0,-12.649411,2.0235486,-4.459679,4
1120,1120,1007694000,BEACH CYCLE RENTALS,PISMO BEACH,CA,93449,"RABOBANK, NATIONAL ASSOCIATION",CA,0,4-Mar-97,1997,114,23,1.0,0,0,1,0,N,Y,,30-Sep-97,98000.0,0.0,P I F,0.0,98000.0,78400.0,-0.9459025,-1.7114666,9.561005,1
1121,1121,1007695007,"Accounting Business Center, In",FLOWERY BRANCH,GA,30542,WELLS FARGO BANK NATL ASSOC,SD,541219,26-Aug-03,2003,60,2,1.0,0,0,1,0,N,N,,30-Nov-03,48208.0,0.0,P I F,0.0,50500.0,25250.0,5.5508676,6.905821,16.629395,1
1122,1122,1007704001,CENCAL AUTOBODY SUPPLIES,SALINAS,CA,93901,"RABOBANK, NATIONAL ASSOCIATION",CA,0,4-Mar-97,1997,84,7,1.0,0,0,1,0,N,N,,30-Jun-97,70000.0,0.0,P I F,0.0,70000.0,56000.0,-1.0367651,-1.0206426,10.065456,1
1123,1123,1007705008,"Bull Moose Trucking, LLC",NORTH READING,MA,1864,"TD BANK, NATIONAL ASSOCIATION",DE,484110,26-Aug-03,2003,56,1,2.0,0,0,1,0,N,N,,30-Sep-03,63100.0,0.0,P I F,0.0,63100.0,31550.0,-11.26102,1.4730892,-5.2632194,4
1124,1124,1007714004,LA BORINQUENA GROCERY,ROXBURY,MA,2119,CITIZENS BANK NATL ASSOC,MA,0,4-Mar-97,1997,120,2,1.0,0,0,1,0,N,Y,,30-Jun-97,80000.0,0.0,P I F,0.0,80000.0,64000.0,-0.9092656,-4.4997044,14.489691,1
1125,1125,1007725003,Moon Transtars LLC,SOUTH GLASTONBURY,CT,6073,"TD BANK, NATIONAL ASSOCIATION",DE,484110,26-Aug-03,2003,84,1,2.0,0,0,1,0,N,N,,31-Oct-03,85000.0,0.0,P I F,0.0,85000.0,42500.0,-11.222922,1.193471,-5.1547313,4
1126,1126,1007735006,"Embolden Design, Inc.",PAWTUCKET,RI,2860,BANK RHODE ISLAND,RI,541519,27-Aug-03,2003,60,6,1.0,0,0,1,0,Y,N,,30-Sep-03,193356.0,0.0,P I F,0.0,100000.0,50000.0,5.173803,7.635983,17.66083,1
1127,1127,1007745009,Joseph Tart d/b/a Custom Eye C,RALEIGH,NC,27604,WELLS FARGO BANK NATL ASSOC,SD,541990,27-Aug-03,2003,84,2,2.0,0,0,1,0,N,N,,30-Nov-03,113000.0,0.0,P I F,0.0,113000.0,56500.0,-11.679174,1.6443166,-4.1917853,4
1128,1128,1007754005,"The Vision Center IV, LLC",LAS VEGAS,NV,89134,"BANK OF NEVADA, A DIVISION OF",NV,621320,4-Mar-97,1997,84,1,1.0,0,0,1,0,N,N,,31-Mar-97,100000.0,0.0,P I F,0.0,100000.0,80000.0,-3.3660364,4.3318133,11.976074,1
1129,1129,1007755001,F.W.Gorham Landscaping,LEOMINSTER,MA,1453,"TD BANK, NATIONAL ASSOCIATION",DE,561730,27-Aug-03,2003,60,3,1.0,0,0,1,0,N,N,,30-Sep-03,6684.0,0.0,P I F,0.0,10000.0,5000.0,4.9695635,6.740656,17.608984,1
1130,1130,1007764008,KURT KINDER STATION,CEMENT,OK,73017,CHICKASHA BANK & TRUST COMPANY,OK,0,4-Mar-97,1997,120,1,1.0,0,0,1,0,N,Y,,31-Mar-98,25000.0,0.0,P I F,0.0,25000.0,20000.0,-0.685395,-1.7863846,10.740384,1
1131,1131,1007765004,F.W.Gorham Landscaping,LEOMINSTER,MA,1453,"TD BANK, NATIONAL ASSOCIATION",DE,561730,27-Aug-03,2003,60,3,1.0,0,0,1,0,N,N,,31-Oct-03,15000.0,0.0,P I F,0.0,15000.0,7500.0,4.9738827,6.756037,17.60136,1
1132,1132,1007774000,PAST TIME COLLECTIBLES,CHEROKEE,NC,28719,UNITED COMMUNITY BANK,NC,0,4-Mar-97,1997,125,2,1.0,0,0,1,0,N,Y,,31-May-97,70000.0,0.0,P I F,0.0,70000.0,56000.0,-0.58403665,-4.0975537,14.237489,1
1133,1133,1007784003,CERTA PROPAINTERS,PALMDALE,CA,93551,CALIFORNIA BANK & TRUST,CA,235210,4-Mar-97,1997,77,4,2.0,0,0,1,0,N,Y,24-Sep-01,30-Jun-97,50000.0,0.0,CHGOFF,18761.0,50000.0,40000.0,-16.213371,-2.2439349,-0.31713444,4
1134,1134,1007794006,SERVICE TECH,MANITOWOC,WI,54220,BANK FIRST NATIONAL,WI,0,4-Mar-97,1997,78,2,2.0,0,0,1,0,N,N,,30-Apr-97,68000.0,0.0,P I F,0.0,68000.0,54400.0,-15.527536,-4.43705,-0.51884013,4
1135,1135,1007795002,"Cabinet Gallery, Ltd.",WOONSOCKET,RI,2895,BANK RHODE ISLAND,RI,442299,2-Sep-03,2003,48,12,1.0,0,0,1,0,Y,N,,31-Mar-07,50000.0,0.0,P I F,0.0,50000.0,25000.0,5.439062,6.2999415,17.873602,1
1136,1136,1007805003,Paige Smith d/b/a Gotcha Cover,GERMANTOWN,TN,38138,WELLS FARGO BANK NATL ASSOC,SD,453998,2-Sep-03,2003,84,3,2.0,0,0,1,0,N,N,,30-Nov-03,62400.0,0.0,P I F,0.0,62400.0,31200.0,-12.438555,1.9174328,-4.4247403,4
1137,1137,1007825009,Sharon Aircraft Components,SOMERSVILLE,CT,6072,"TD BANK, NATIONAL ASSOCIATION",DE,336412,3-Sep-03,2003,60,2,1.0,0,0,1,0,N,N,,30-Sep-03,16000.0,0.0,P I F,0.0,16000.0,8000.0,6.203437,6.158908,18.216215,1
1138,1138,1007834005,WALNUT MARKET,PITTSBURGH,PA,15206,FIRST COMMONWEALTH BANK,PA,0,4-Mar-97,1997,96,4,1.0,0,0,1,0,N,Y,,30-Jun-97,65000.0,0.0,P I F,0.0,65000.0,52000.0,-0.6971013,-4.045096,14.669659,1
1139,1139,1007835001,"Seilevel, Inc.",AUSTIN,TX,78759,WELLS FARGO BANK NATL ASSOC,TX,541519,5-Sep-03,2003,38,8,1.0,0,0,1,0,T,N,,31-Dec-03,158000.0,0.0,P I F,0.0,130000.0,65000.0,-0.10144796,9.084068,7.4539375,1
1140,1140,1007844008,"ATLAS MOTOR VEHICLE, INC.",CHICAGO,IL,60614,JPMORGAN CHASE BANK NATL ASSOC,IL,0,4-Mar-97,1997,90,3,1.0,0,0,1,0,0,N,,31-Oct-97,18000.0,0.0,P I F,0.0,35000.0,28000.0,-0.66810507,-1.6325805,11.658837,1
1141,1141,1007854000,MORNING STAR,LANCASTER,CA,93534,CALIFORNIA BANK & TRUST,CA,0,4-Mar-97,1997,94,2,2.0,0,0,1,0,N,Y,31-Aug-99,30-Apr-97,100000.0,0.0,CHGOFF,74519.0,100000.0,80000.0,-16.922646,-2.3201056,-0.4116991,4
1142,1142,1007855007,"Eastside Eyewear, Inc.",PROVIDENCE,RI,2906,BANK RHODE ISLAND,RI,446130,8-Sep-03,2003,0,1,1.0,0,0,1,0,Y,N,7-Oct-10,30-Sep-03,108148.0,0.0,CHGOFF,63935.0,75000.0,37500.0,5.99804,4.7490635,16.858824,1
